"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2014","Portugal","72 years","Females","Number","52,227",""
"2014","Portugal","73 years","Males","Number","41,160",""
"2014","Portugal","73 years","Females","Number","52,976",""
"2014","Portugal","74 years","Males","Number","40,568",""
"2014","Portugal","74 years","Females","Number","53,643",""
"2014","Portugal","75 years","Males","Number","39,798",""
"2014","Portugal","75 years","Females","Number","52,609",""
"2014","Portugal","76 years","Males","Number","37,111",""
"2014","Portugal","76 years","Females","Number","51,336",""
"2014","Portugal","77 years","Males","Number","37,731",""
"2014","Portugal","77 years","Females","Number","52,567",""
"2014","Portugal","78 years","Males","Number","35,209",""
"2014","Portugal","78 years","Females","Number","51,174",""
"2014","Portugal","79 years","Males","Number","31,784",""
"2014","Portugal","79 years","Females","Number","46,798",""
"2014","Portugal","80 years","Males","Number","29,912",""
"2014","Portugal","80 years","Females","Number","45,993",""
"2014","Portugal","81 years","Males","Number","27,898",""
"2014","Portugal","81 years","Females","Number","43,719",""
"2014","Portugal","82 years","Males","Number","26,040",""
"2014","Portugal","82 years","Females","Number","40,506",""
"2014","Portugal","83 years","Males","Number","22,315",""
"2014","Portugal","83 years","Females","Number","38,259",""
"2014","Portugal","84 years","Males","Number","17,945",""
"2014","Portugal","84 years","Females","Number","31,820",""
"2014","Portugal","85 years","Males","Number","15,881",""
"2014","Portugal","85 years","Females","Number","29,782",""
"2014","Portugal","86 years","Males","Number","13,335",""
"2014","Portugal","86 years","Females","Number","26,015",""
"2014","Portugal","87 years","Males","Number","11,506",""
"2014","Portugal","87 years","Females","Number","24,086",""
"2014","Portugal","88 years","Males","Number","9,376",""
"2014","Portugal","88 years","Females","Number","20,475",""
"2014","Portugal","89 years","Males","Number","7,555",""
"2014","Portugal","89 years","Females","Number","16,254",""
"2014","Portugal","90 years","Males","Number","5,528",""
"2014","Portugal","90 years","Females","Number","12,962",""
"2014","Portugal","91 years","Males","Number","4,048",""
"2014","Portugal","91 years","Females","Number","9,923",""
"2014","Portugal","92 years","Males","Number","3,830",""
"2014","Portugal","92 years","Females","Number","9,108",""
"2014","Portugal","93 years","Males","Number","2,870",""
"2014","Portugal","93 years","Females","Number","7,582",""
"2014","Portugal","94 years","Males","Number","1,616",""
"2014","Portugal","94 years","Females","Number","4,465",""
"2014","Portugal","95 years","Males","Number","1,112",""
"2014","Portugal","95 years","Females","Number","3,104",""
"2014","Portugal","96 years","Males","Number","898",""
"2014","Portugal","96 years","Females","Number","2,459",""
"2014","Portugal","97 years","Males","Number","612",""
"2014","Portugal","97 years","Females","Number","1,824",""
"2014","Portugal","98 years","Males","Number","503",""
"2014","Portugal","98 years","Females","Number","1,423",""
"2014","Portugal","99 years","Males","Number","546",""
"2014","Portugal","99 years","Females","Number","1,261",""
"2014","Portugal","Open-ended age class","Males","Number","989",""
"2014","Portugal","Open-ended age class","Females","Number","2,404",""
"2014","Portugal","Unknown","Males","Number","0",""
"2014","Portugal","Unknown","Females","Number","0",""
"2015","Portugal","Less than 1 year","Males","Number","42,372",""
"2015","Portugal","Less than 1 year","Females","Number","39,892",""
"2015","Portugal","1 year","Males","Number","42,224",""
"2015","Portugal","1 year","Females","Number","40,477",""
"2015","Portugal","2 years","Males","Number","46,144",""
"2015","Portugal","2 years","Females","Number","43,517",""
"2015","Portugal","3 years","Males","Number","49,110",""
"2015","Portugal","3 years","Females","Number","46,575",""
"2015","Portugal","4 years","Males","Number","50,393",""
"2015","Portugal","4 years","Females","Number","49,095",""
"2015","Portugal","5 years","Males","Number","48,918",""
"2015","Portugal","5 years","Females","Number","47,010",""
"2015","Portugal","6 years","Males","Number","51,320",""
"2015","Portugal","6 years","Females","Number","48,671",""
"2015","Portugal","7 years","Males","Number","50,195",""
"2015","Portugal","7 years","Females","Number","47,893",""
"2015","Portugal","8 years","Males","Number","51,378",""
"2015","Portugal","8 years","Females","Number","49,463",""
"2015","Portugal","9 years","Males","Number","53,962",""
"2015","Portugal","9 years","Females","Number","50,958",""
"2015","Portugal","10 years","Males","Number","52,933",""
"2015","Portugal","10 years","Females","Number","50,582",""
"2015","Portugal","11 years","Males","Number","54,518",""
"2015","Portugal","11 years","Females","Number","51,824",""
"2015","Portugal","12 years","Males","Number","55,182",""
"2015","Portugal","12 years","Females","Number","52,175",""
"2015","Portugal","13 years","Males","Number","55,066",""
"2015","Portugal","13 years","Females","Number","51,926",""
"2015","Portugal","14 years","Males","Number","59,771",""
"2015","Portugal","14 years","Females","Number","56,697",""
"2015","Portugal","15 years","Males","Number","58,192",""
"2015","Portugal","15 years","Females","Number","55,888",""
"2015","Portugal","16 years","Males","Number","56,633",""
"2015","Portugal","16 years","Females","Number","54,252",""
"2015","Portugal","17 years","Males","Number","56,007",""
"2015","Portugal","17 years","Females","Number","54,402",""
"2015","Portugal","18 years","Males","Number","56,060",""
"2015","Portugal","18 years","Females","Number","53,141",""
"2015","Portugal","19 years","Males","Number","55,176",""
"2015","Portugal","19 years","Females","Number","52,622",""
"2015","Portugal","20 years","Males","Number","54,391",""
"2015","Portugal","20 years","Females","Number","52,521",""
"2015","Portugal","21 years","Males","Number","55,783",""
"2015","Portugal","21 years","Females","Number","54,852",""
"2015","Portugal","22 years","Males","Number","55,758",""
"2015","Portugal","22 years","Females","Number","55,310",""
"2015","Portugal","23 years","Males","Number","56,713",""
"2015","Portugal","23 years","Females","Number","55,731",""
"2015","Portugal","24 years","Males","Number","56,385",""
"2015","Portugal","24 years","Females","Number","55,664",""
"2015","Portugal","25 years","Males","Number","55,733",""
"2015","Portugal","25 years","Females","Number","55,039",""
"2015","Portugal","26 years","Males","Number","56,389",""
"2015","Portugal","26 years","Females","Number","55,993",""
"2015","Portugal","27 years","Males","Number","56,093",""
"2015","Portugal","27 years","Females","Number","56,252",""
"2015","Portugal","28 years","Males","Number","56,561",""
"2015","Portugal","28 years","Females","Number","57,323",""
"2015","Portugal","29 years","Males","Number","58,016",""
"2015","Portugal","29 years","Females","Number","59,106",""
"2015","Portugal","30 years","Males","Number","61,717",""
"2015","Portugal","30 years","Females","Number","63,685",""
"2015","Portugal","31 years","Males","Number","62,852",""
"2015","Portugal","31 years","Females","Number","65,375",""
"2015","Portugal","32 years","Males","Number","65,444",""
"2015","Portugal","32 years","Females","Number","69,461",""
"2015","Portugal","33 years","Males","Number","66,055",""
"2015","Portugal","33 years","Females","Number","70,717",""
"2015","Portugal","34 years","Males","Number","69,070",""
"2015","Portugal","34 years","Females","Number","74,276",""
"2015","Portugal","35 years","Males","Number","69,344",""
"2015","Portugal","35 years","Females","Number","74,468",""
"2015","Portugal","36 years","Males","Number","71,388",""
"2015","Portugal","36 years","Females","Number","77,404",""
"2015","Portugal","37 years","Males","Number","78,037",""
"2015","Portugal","37 years","Females","Number","83,697",""
"2015","Portugal","38 years","Males","Number","79,742",""
"2015","Portugal","38 years","Females","Number","86,169",""
"2015","Portugal","39 years","Males","Number","80,410",""
"2015","Portugal","39 years","Females","Number","86,091",""
"2015","Portugal","40 years","Males","Number","78,626",""
"2015","Portugal","40 years","Females","Number","85,544",""
"2015","Portugal","41 years","Males","Number","76,593",""
"2015","Portugal","41 years","Females","Number","83,042",""
"2015","Portugal","42 years","Males","Number","76,780",""
"2015","Portugal","42 years","Females","Number","83,426",""
"2015","Portugal","43 years","Males","Number","76,361",""
"2015","Portugal","43 years","Females","Number","82,658",""
"2015","Portugal","44 years","Males","Number","74,364",""
"2015","Portugal","44 years","Females","Number","79,880",""
"2015","Portugal","45 years","Males","Number","72,692",""
"2015","Portugal","45 years","Females","Number","78,147",""
"2015","Portugal","46 years","Males","Number","72,358",""
"2015","Portugal","46 years","Females","Number","77,761",""
"2015","Portugal","47 years","Males","Number","71,802",""
"2015","Portugal","47 years","Females","Number","78,632",""
"2015","Portugal","48 years","Males","Number","72,730",""
"2015","Portugal","48 years","Females","Number","79,580",""
"2015","Portugal","49 years","Males","Number","73,393",""
"2015","Portugal","49 years","Females","Number","80,111",""
"2015","Portugal","50 years","Males","Number","73,819",""
"2015","Portugal","50 years","Females","Number","81,183",""
"2015","Portugal","51 years","Males","Number","72,005",""
"2015","Portugal","51 years","Females","Number","79,270",""
"2015","Portugal","52 years","Males","Number","71,802",""
"2015","Portugal","52 years","Females","Number","79,018",""
"2015","Portugal","53 years","Males","Number","71,387",""
"2015","Portugal","53 years","Females","Number","78,651",""
"2015","Portugal","54 years","Males","Number","71,473",""
"2015","Portugal","54 years","Females","Number","77,492",""
"2015","Portugal","55 years","Males","Number","67,654",""
"2015","Portugal","55 years","Females","Number","74,407",""
"2015","Portugal","56 years","Males","Number","67,056",""
"2015","Portugal","56 years","Females","Number","74,466",""
"2015","Portugal","57 years","Males","Number","66,208",""
"2015","Portugal","57 years","Females","Number","73,352",""
"2015","Portugal","58 years","Males","Number","64,023",""
"2015","Portugal","58 years","Females","Number","71,208",""
"2015","Portugal","59 years","Males","Number","63,910",""
"2015","Portugal","59 years","Females","Number","72,267",""
"2015","Portugal","60 years","Males","Number","62,063",""
"2015","Portugal","60 years","Females","Number","69,635",""
"2015","Portugal","61 years","Males","Number","59,961",""
"2015","Portugal","61 years","Females","Number","68,296",""
"2015","Portugal","62 years","Males","Number","60,463",""
"2015","Portugal","62 years","Females","Number","69,875",""
"2015","Portugal","63 years","Males","Number","60,983",""
"2015","Portugal","63 years","Females","Number","68,631",""
"2015","Portugal","64 years","Males","Number","59,542",""
"2015","Portugal","64 years","Females","Number","67,446",""
"2015","Portugal","65 years","Males","Number","57,913",""
"2015","Portugal","65 years","Females","Number","65,576",""
"2015","Portugal","66 years","Males","Number","57,548",""
"2015","Portugal","66 years","Females","Number","67,936",""
"2015","Portugal","67 years","Males","Number","50,945",""
"2015","Portugal","67 years","Females","Number","61,161",""
"2015","Portugal","68 years","Males","Number","50,125",""
"2015","Portugal","68 years","Females","Number","61,141",""
"2015","Portugal","69 years","Males","Number","50,695",""
"2015","Portugal","69 years","Females","Number","63,296",""
"2015","Portugal","70 years","Males","Number","47,058",""
"2015","Portugal","70 years","Females","Number","59,210",""
"2015","Portugal","71 years","Males","Number","44,828",""
"2015","Portugal","71 years","Females","Number","56,321",""
"2015","Portugal","72 years","Males","Number","41,194",""
"2015","Portugal","72 years","Females","Number","52,713",""
"2015","Portugal","73 years","Males","Number","40,157",""
"2015","Portugal","73 years","Females","Number","51,541",""
"2015","Portugal","74 years","Males","Number","39,989",""
"2015","Portugal","74 years","Females","Number","52,185",""
"2015","Portugal","75 years","Males","Number","39,194",""
"2015","Portugal","75 years","Females","Number","52,664",""
"2015","Portugal","76 years","Males","Number","38,353",""
"2015","Portugal","76 years","Females","Number","51,602",""
"2015","Portugal","77 years","Males","Number","35,588",""
"2015","Portugal","77 years","Females","Number","50,182",""
"2015","Portugal","78 years","Males","Number","36,098",""
"2015","Portugal","78 years","Females","Number","51,186",""
"2015","Portugal","79 years","Males","Number","33,488",""
"2015","Portugal","79 years","Females","Number","49,710",""
"2015","Portugal","80 years","Males","Number","30,079",""
"2015","Portugal","80 years","Females","Number","45,211",""
"2015","Portugal","81 years","Males","Number","27,983",""
"2015","Portugal","81 years","Females","Number","44,177",""
"2015","Portugal","82 years","Males","Number","25,936",""
"2015","Portugal","82 years","Females","Number","41,721",""
"2015","Portugal","83 years","Males","Number","24,012",""
"2015","Portugal","83 years","Females","Number","38,467",""
"2015","Portugal","84 years","Males","Number","20,367",""
"2015","Portugal","84 years","Females","Number","36,020",""
"2015","Portugal","85 years","Males","Number","16,076",""
"2015","Portugal","85 years","Females","Number","29,483",""
"2015","Portugal","86 years","Males","Number","13,886",""
"2015","Portugal","86 years","Females","Number","27,393",""
"2015","Portugal","87 years","Males","Number","11,585",""
"2015","Portugal","87 years","Females","Number","23,708",""
"2015","Portugal","88 years","Males","Number","9,818",""
"2015","Portugal","88 years","Females","Number","21,488",""
"2015","Portugal","89 years","Males","Number","7,775",""
"2015","Portugal","89 years","Females","Number","17,971",""
"2015","Portugal","90 years","Males","Number","6,119",""
"2015","Portugal","90 years","Females","Number","13,879",""
"2015","Portugal","91 years","Males","Number","4,309",""
"2015","Portugal","91 years","Females","Number","10,780",""
"2015","Portugal","92 years","Males","Number","3,076",""
"2015","Portugal","92 years","Females","Number","8,000",""
"2015","Portugal","93 years","Males","Number","2,979",""
"2015","Portugal","93 years","Females","Number","7,473",""
"2015","Portugal","94 years","Males","Number","2,203",""
"2015","Portugal","94 years","Females","Number","6,089",""
"2015","Portugal","95 years","Males","Number","1,199",""
"2015","Portugal","95 years","Females","Number","3,467",""
"2015","Portugal","96 years","Males","Number","798",""
"2015","Portugal","96 years","Females","Number","2,325",""
"2015","Portugal","97 years","Males","Number","672",""
"2015","Portugal","97 years","Females","Number","1,824",""
"2015","Portugal","98 years","Males","Number","450",""
"2015","Portugal","98 years","Females","Number","1,301",""
"2015","Portugal","99 years","Males","Number","390",""
"2015","Portugal","99 years","Females","Number","1,015",""
"2015","Portugal","Open-ended age class","Males","Number","1,298",""
"2015","Portugal","Open-ended age class","Females","Number","2,768",""
"2015","Portugal","Unknown","Males","Number","0",""
"2015","Portugal","Unknown","Females","Number","0",""
"2016","Portugal","Less than 1 year","Males","Number","43,693",""
"2016","Portugal","Less than 1 year","Females","Number","41,834",""
"2016","Portugal","1 year","Males","Number","42,454",""
"2016","Portugal","1 year","Females","Number","39,968",""
"2016","Portugal","2 years","Males","Number","42,300",""
"2016","Portugal","2 years","Females","Number","40,548",""
"2016","Portugal","3 years","Males","Number","46,206",""
"2016","Portugal","3 years","Females","Number","43,572",""
"2016","Portugal","4 years","Males","Number","49,171",""
"2016","Portugal","4 years","Females","Number","46,619",""
"2016","Portugal","5 years","Males","Number","50,426",""
"2016","Portugal","5 years","Females","Number","49,131",""
"2016","Portugal","6 years","Males","Number","48,943",""
"2016","Portugal","6 years","Females","Number","47,047",""
"2016","Portugal","7 years","Males","Number","51,336",""
"2016","Portugal","7 years","Females","Number","48,711",""
"2016","Portugal","8 years","Males","Number","50,223",""
"2016","Portugal","8 years","Females","Number","47,955",""
"2016","Portugal","9 years","Males","Number","51,405",""
"2016","Portugal","9 years","Females","Number","49,528",""
"2016","Portugal","10 years","Males","Number","53,989",""
"2016","Portugal","10 years","Females","Number","51,043",""
"2016","Portugal","11 years","Males","Number","52,969",""
"2016","Portugal","11 years","Females","Number","50,680",""
"2016","Portugal","12 years","Males","Number","54,566",""
"2016","Portugal","12 years","Females","Number","51,927",""
"2016","Portugal","13 years","Males","Number","55,227",""
"2016","Portugal","13 years","Females","Number","52,256",""
"2016","Portugal","14 years","Males","Number","55,109",""
"2016","Portugal","14 years","Females","Number","51,996",""
"2016","Portugal","15 years","Males","Number","59,778",""
"2016","Portugal","15 years","Females","Number","56,744",""
"2016","Portugal","16 years","Males","Number","58,167",""
"2016","Portugal","16 years","Females","Number","55,916",""
"2016","Portugal","17 years","Males","Number","56,523",""
"2016","Portugal","17 years","Females","Number","54,236",""
"2016","Portugal","18 years","Males","Number","55,826",""
"2016","Portugal","18 years","Females","Number","54,379",""
"2016","Portugal","19 years","Males","Number","55,756",""
"2016","Portugal","19 years","Females","Number","53,038",""
"2016","Portugal","20 years","Males","Number","54,779",""
"2016","Portugal","20 years","Females","Number","52,482",""
"2016","Portugal","21 years","Males","Number","53,928",""
"2016","Portugal","21 years","Females","Number","52,307",""
"2016","Portugal","22 years","Males","Number","55,260",""
"2016","Portugal","22 years","Females","Number","54,589",""
"2016","Portugal","23 years","Males","Number","55,231",""
"2016","Portugal","23 years","Females","Number","54,972",""
"2016","Portugal","24 years","Males","Number","56,189",""
"2016","Portugal","24 years","Females","Number","55,395",""
"2016","Portugal","25 years","Males","Number","55,847",""
"2016","Portugal","25 years","Females","Number","55,343",""
"2016","Portugal","26 years","Males","Number","55,185",""
"2016","Portugal","26 years","Females","Number","54,758",""
"2016","Portugal","27 years","Males","Number","55,857",""
"2016","Portugal","27 years","Females","Number","55,723",""
"2016","Portugal","28 years","Males","Number","55,540",""
"2016","Portugal","28 years","Females","Number","56,001",""
"2016","Portugal","29 years","Males","Number","56,035",""
"2016","Portugal","29 years","Females","Number","57,160",""
"2016","Portugal","30 years","Males","Number","57,480",""
"2016","Portugal","30 years","Females","Number","59,016",""
"2016","Portugal","31 years","Males","Number","61,200",""
"2016","Portugal","31 years","Females","Number","63,649",""
"2016","Portugal","32 years","Males","Number","62,354",""
"2016","Portugal","32 years","Females","Number","65,409",""
"2016","Portugal","33 years","Males","Number","64,981",""
"2016","Portugal","33 years","Females","Number","69,506",""
"2016","Portugal","34 years","Males","Number","65,626",""
"2016","Portugal","34 years","Females","Number","70,808",""
"2016","Portugal","35 years","Males","Number","68,689",""
"2016","Portugal","35 years","Females","Number","74,322",""
"2016","Portugal","36 years","Males","Number","68,971",""
"2016","Portugal","36 years","Females","Number","74,502",""
"2016","Portugal","37 years","Males","Number","71,037",""
"2016","Portugal","37 years","Females","Number","77,397",""
"2016","Portugal","38 years","Males","Number","77,638",""
"2016","Portugal","38 years","Females","Number","83,669",""
"2016","Portugal","39 years","Males","Number","79,319",""
"2016","Portugal","39 years","Females","Number","86,126",""
"2016","Portugal","40 years","Males","Number","79,971",""
"2016","Portugal","40 years","Females","Number","86,071",""
"2016","Portugal","41 years","Males","Number","78,157",""
"2016","Portugal","41 years","Females","Number","85,539",""
"2016","Portugal","42 years","Males","Number","76,097",""
"2016","Portugal","42 years","Females","Number","83,059",""
"2016","Portugal","43 years","Males","Number","76,289",""
"2016","Portugal","43 years","Females","Number","83,404",""
"2016","Portugal","44 years","Males","Number","75,873",""
"2016","Portugal","44 years","Females","Number","82,629",""
"2016","Portugal","45 years","Males","Number","73,819",""
"2016","Portugal","45 years","Females","Number","79,824",""
"2016","Portugal","46 years","Males","Number","72,158",""
"2016","Portugal","46 years","Females","Number","78,043",""
"2016","Portugal","47 years","Males","Number","71,799",""
"2016","Portugal","47 years","Females","Number","77,668",""
"2016","Portugal","48 years","Males","Number","71,233",""
"2016","Portugal","48 years","Females","Number","78,516",""
"2016","Portugal","49 years","Males","Number","72,233",""
"2016","Portugal","49 years","Females","Number","79,514",""
"2016","Portugal","50 years","Males","Number","72,910",""
"2016","Portugal","50 years","Females","Number","80,032",""
"2016","Portugal","51 years","Males","Number","73,310",""
"2016","Portugal","51 years","Females","Number","81,110",""
"2016","Portugal","52 years","Males","Number","71,541",""
"2016","Portugal","52 years","Females","Number","79,166",""
"2016","Portugal","53 years","Males","Number","71,248",""
"2016","Portugal","53 years","Females","Number","78,894",""
"2016","Portugal","54 years","Males","Number","70,837",""
"2016","Portugal","54 years","Females","Number","78,513",""
"2016","Portugal","55 years","Males","Number","70,857",""
"2016","Portugal","55 years","Females","Number","77,399",""
"2016","Portugal","56 years","Males","Number","67,029",""
"2016","Portugal","56 years","Females","Number","74,260",""
"2016","Portugal","57 years","Males","Number","66,491",""
"2016","Portugal","57 years","Females","Number","74,331",""
"2016","Portugal","58 years","Males","Number","65,609",""
"2016","Portugal","58 years","Females","Number","73,240",""
"2016","Portugal","59 years","Males","Number","63,438",""
"2016","Portugal","59 years","Females","Number","71,065",""
"2016","Portugal","60 years","Males","Number","63,315",""
"2016","Portugal","60 years","Females","Number","72,101",""
"2016","Portugal","61 years","Males","Number","61,419",""
"2016","Portugal","61 years","Females","Number","69,424",""
"2016","Portugal","62 years","Males","Number","59,353",""
"2016","Portugal","62 years","Females","Number","68,066",""
"2016","Portugal","63 years","Males","Number","59,805",""
"2016","Portugal","63 years","Females","Number","69,615",""
"2016","Portugal","64 years","Males","Number","60,368",""
"2016","Portugal","64 years","Females","Number","68,389",""
"2016","Portugal","65 years","Males","Number","58,882",""
"2016","Portugal","65 years","Females","Number","67,189",""
"2016","Portugal","66 years","Males","Number","57,180",""
"2016","Portugal","66 years","Females","Number","65,247",""
"2016","Portugal","67 years","Males","Number","56,760",""
"2016","Portugal","67 years","Females","Number","67,578",""
"2016","Portugal","68 years","Males","Number","50,213",""
"2016","Portugal","68 years","Females","Number","60,784",""
"2016","Portugal","69 years","Males","Number","49,221",""
"2016","Portugal","69 years","Females","Number","60,692",""
"2016","Portugal","70 years","Males","Number","49,731",""
"2016","Portugal","70 years","Females","Number","62,745",""
"2016","Portugal","71 years","Males","Number","46,015",""
"2016","Portugal","71 years","Females","Number","58,645",""
"2016","Portugal","72 years","Males","Number","43,776",""
"2016","Portugal","72 years","Females","Number","55,682",""
"2016","Portugal","73 years","Males","Number","40,121",""
"2016","Portugal","73 years","Females","Number","52,061",""
"2016","Portugal","74 years","Males","Number","39,031",""
"2016","Portugal","74 years","Females","Number","50,831",""
"2016","Portugal","75 years","Males","Number","38,749",""
"2016","Portugal","75 years","Females","Number","51,353",""
"2016","Portugal","76 years","Males","Number","37,839",""
"2016","Portugal","76 years","Females","Number","51,690",""
"2016","Portugal","77 years","Males","Number","36,871",""
"2016","Portugal","77 years","Females","Number","50,516",""
"2016","Portugal","78 years","Males","Number","33,934",""
"2016","Portugal","78 years","Females","Number","48,953",""
"2016","Portugal","79 years","Males","Number","34,349",""
"2016","Portugal","79 years","Females","Number","49,733",""
"2016","Portugal","80 years","Males","Number","31,658",""
"2016","Portugal","80 years","Females","Number","48,061",""
"2016","Portugal","81 years","Males","Number","28,251",""
"2016","Portugal","81 years","Females","Number","43,442",""
"2016","Portugal","82 years","Males","Number","26,031",""
"2016","Portugal","82 years","Females","Number","42,168",""
"2016","Portugal","83 years","Males","Number","23,864",""
"2016","Portugal","83 years","Females","Number","39,449",""
"2016","Portugal","84 years","Males","Number","21,969",""
"2016","Portugal","84 years","Females","Number","36,178",""
"2016","Portugal","85 years","Males","Number","18,374",""
"2016","Portugal","85 years","Females","Number","33,592",""
"2016","Portugal","86 years","Males","Number","14,136",""
"2016","Portugal","86 years","Females","Number","26,916",""
"2016","Portugal","87 years","Males","Number","12,050",""
"2016","Portugal","87 years","Females","Number","24,772",""
"2016","Portugal","88 years","Males","Number","9,866",""
"2016","Portugal","88 years","Females","Number","21,208",""
"2016","Portugal","89 years","Males","Number","8,170",""
"2016","Portugal","89 years","Females","Number","18,833",""
"2016","Portugal","90 years","Males","Number","6,300",""
"2016","Portugal","90 years","Females","Number","15,484",""
"2016","Portugal","91 years","Males","Number","4,813",""
"2016","Portugal","91 years","Females","Number","11,539",""
"2016","Portugal","92 years","Males","Number","3,182",""
"2016","Portugal","92 years","Females","Number","8,615",""
"2016","Portugal","93 years","Males","Number","2,164",""
"2016","Portugal","93 years","Females","Number","6,104",""
"2016","Portugal","94 years","Males","Number","2,260",""
"2016","Portugal","94 years","Females","Number","5,856",""
"2016","Portugal","95 years","Males","Number","1,645",""
"2016","Portugal","95 years","Females","Number","4,675",""
"2016","Portugal","96 years","Males","Number","889",""
"2016","Portugal","96 years","Females","Number","2,545",""
"2016","Portugal","97 years","Males","Number","565",""
"2016","Portugal","97 years","Females","Number","1,638",""
"2016","Portugal","98 years","Males","Number","478",""
"2016","Portugal","98 years","Females","Number","1,261",""
"2016","Portugal","99 years","Males","Number","320",""
"2016","Portugal","99 years","Females","Number","845",""
"2016","Portugal","Open-ended age class","Males","Number","1,480",""
"2016","Portugal","Open-ended age class","Females","Number","2,807",""
"2016","Portugal","Unknown","Males","Number","0",""
"2016","Portugal","Unknown","Females","Number","0",""
"2017","Portugal","Less than 1 year","Males","Number","44,759",""
"2017","Portugal","Less than 1 year","Females","Number","42,316",""
"2017","Portugal","1 year","Males","Number","43,780",""
"2017","Portugal","1 year","Females","Number","41,920",""
"2017","Portugal","2 years","Males","Number","42,534",""
"2017","Portugal","2 years","Females","Number","40,038",""
"2017","Portugal","3 years","Males","Number","42,376",""
"2017","Portugal","3 years","Females","Number","40,622",""
"2017","Portugal","4 years","Males","Number","46,267",""
"2017","Portugal","4 years","Females","Number","43,632",""
"2017","Portugal","5 years","Males","Number","49,223",""
"2017","Portugal","5 years","Females","Number","46,651",""
"2017","Portugal","6 years","Males","Number","50,479",""
"2017","Portugal","6 years","Females","Number","49,170",""
"2017","Portugal","7 years","Males","Number","48,986",""
"2017","Portugal","7 years","Females","Number","47,093",""
"2017","Portugal","8 years","Males","Number","51,376",""
"2017","Portugal","8 years","Females","Number","48,756",""
"2017","Portugal","9 years","Males","Number","50,255",""
"2017","Portugal","9 years","Females","Number","48,015",""
"2017","Portugal","10 years","Males","Number","51,436",""
"2017","Portugal","10 years","Females","Number","49,596",""
"2017","Portugal","11 years","Males","Number","54,027",""
"2017","Portugal","11 years","Females","Number","51,117",""
"2017","Portugal","12 years","Males","Number","53,014",""
"2017","Portugal","12 years","Females","Number","50,769",""
"2017","Portugal","13 years","Males","Number","54,609",""
"2017","Portugal","13 years","Females","Number","52,005",""
"2017","Portugal","14 years","Males","Number","55,271",""
"2017","Portugal","14 years","Females","Number","52,324",""
"2017","Portugal","15 years","Males","Number","55,136",""
"2017","Portugal","15 years","Females","Number","52,074",""
"2017","Portugal","16 years","Males","Number","59,761",""
"2017","Portugal","16 years","Females","Number","56,777",""
"2017","Portugal","17 years","Males","Number","58,094",""
"2017","Portugal","17 years","Females","Number","55,875",""
"2017","Portugal","18 years","Males","Number","56,416",""
"2017","Portugal","18 years","Females","Number","54,168",""
"2017","Portugal","19 years","Males","Number","55,621",""
"2017","Portugal","19 years","Females","Number","54,243",""
"2017","Portugal","20 years","Males","Number","55,452",""
"2017","Portugal","20 years","Females","Number","52,801",""
"2017","Portugal","21 years","Males","Number","54,413",""
"2017","Portugal","21 years","Females","Number","52,164",""
"2017","Portugal","22 years","Males","Number","53,506",""
"2017","Portugal","22 years","Females","Number","51,911",""
"2017","Portugal","23 years","Males","Number","54,812",""
"2017","Portugal","23 years","Females","Number","54,188",""
"2017","Portugal","24 years","Males","Number","54,764",""
"2017","Portugal","24 years","Females","Number","54,545",""
"2017","Portugal","25 years","Males","Number","55,723",""
"2017","Portugal","25 years","Females","Number","54,968",""
"2017","Portugal","26 years","Males","Number","55,380",""
"2017","Portugal","26 years","Females","Number","54,948",""
"2017","Portugal","27 years","Males","Number","54,770",""
"2017","Portugal","27 years","Females","Number","54,398",""
"2017","Portugal","28 years","Males","Number","55,444",""
"2017","Portugal","28 years","Females","Number","55,398",""
"2017","Portugal","29 years","Males","Number","55,135",""
"2017","Portugal","29 years","Females","Number","55,755",""
"2017","Portugal","30 years","Males","Number","55,649",""
"2017","Portugal","30 years","Females","Number","57,021",""
"2017","Portugal","31 years","Males","Number","57,085",""
"2017","Portugal","31 years","Females","Number","58,948",""
"2017","Portugal","32 years","Males","Number","60,798",""
"2017","Portugal","32 years","Females","Number","63,650",""
"2017","Portugal","33 years","Males","Number","62,017",""
"2017","Portugal","33 years","Females","Number","65,447",""
"2017","Portugal","34 years","Males","Number","64,678",""
"2017","Portugal","34 years","Females","Number","69,545",""
"2017","Portugal","35 years","Males","Number","65,369",""
"2017","Portugal","35 years","Females","Number","70,830",""
"2017","Portugal","36 years","Males","Number","68,472",""
"2017","Portugal","36 years","Females","Number","74,330",""
"2017","Portugal","37 years","Males","Number","68,766",""
"2017","Portugal","37 years","Females","Number","74,461",""
"2017","Portugal","38 years","Males","Number","70,772",""
"2017","Portugal","38 years","Females","Number","77,345",""
"2017","Portugal","39 years","Males","Number","77,317",""
"2017","Portugal","39 years","Females","Number","83,591",""
"2017","Portugal","40 years","Males","Number","78,944",""
"2017","Portugal","40 years","Females","Number","86,060",""
"2017","Portugal","41 years","Males","Number","79,559",""
"2017","Portugal","41 years","Females","Number","86,006",""
"2017","Portugal","42 years","Males","Number","77,735",""
"2017","Portugal","42 years","Females","Number","85,490",""
"2017","Portugal","43 years","Males","Number","75,681",""
"2017","Portugal","43 years","Females","Number","83,024",""
"2017","Portugal","44 years","Males","Number","75,861",""
"2017","Portugal","44 years","Females","Number","83,362",""
"2017","Portugal","45 years","Males","Number","75,404",""
