"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2017","Portugal","45 years","Females","Number","82,561",""
"2017","Portugal","46 years","Males","Number","73,383",""
"2017","Portugal","46 years","Females","Number","79,757",""
"2017","Portugal","47 years","Males","Number","71,732",""
"2017","Portugal","47 years","Females","Number","77,971",""
"2017","Portugal","48 years","Males","Number","71,364",""
"2017","Portugal","48 years","Females","Number","77,584",""
"2017","Portugal","49 years","Males","Number","70,790",""
"2017","Portugal","49 years","Females","Number","78,438",""
"2017","Portugal","50 years","Males","Number","71,794",""
"2017","Portugal","50 years","Females","Number","79,424",""
"2017","Portugal","51 years","Males","Number","72,464",""
"2017","Portugal","51 years","Females","Number","79,952",""
"2017","Portugal","52 years","Males","Number","72,769",""
"2017","Portugal","52 years","Females","Number","80,998",""
"2017","Portugal","53 years","Males","Number","70,987",""
"2017","Portugal","53 years","Females","Number","79,046",""
"2017","Portugal","54 years","Males","Number","70,695",""
"2017","Portugal","54 years","Females","Number","78,753",""
"2017","Portugal","55 years","Males","Number","70,267",""
"2017","Portugal","55 years","Females","Number","78,368",""
"2017","Portugal","56 years","Males","Number","70,250",""
"2017","Portugal","56 years","Females","Number","77,263",""
"2017","Portugal","57 years","Males","Number","66,391",""
"2017","Portugal","57 years","Females","Number","74,122",""
"2017","Portugal","58 years","Males","Number","65,885",""
"2017","Portugal","58 years","Females","Number","74,158",""
"2017","Portugal","59 years","Males","Number","65,005",""
"2017","Portugal","59 years","Females","Number","73,096",""
"2017","Portugal","60 years","Males","Number","62,855",""
"2017","Portugal","60 years","Females","Number","70,903",""
"2017","Portugal","61 years","Males","Number","62,690",""
"2017","Portugal","61 years","Females","Number","71,908",""
"2017","Portugal","62 years","Males","Number","60,784",""
"2017","Portugal","62 years","Females","Number","69,227",""
"2017","Portugal","63 years","Males","Number","58,699",""
"2017","Portugal","63 years","Females","Number","67,859",""
"2017","Portugal","64 years","Males","Number","59,123",""
"2017","Portugal","64 years","Females","Number","69,345",""
"2017","Portugal","65 years","Males","Number","59,655",""
"2017","Portugal","65 years","Females","Number","68,149",""
"2017","Portugal","66 years","Males","Number","58,125",""
"2017","Portugal","66 years","Females","Number","66,891",""
"2017","Portugal","67 years","Males","Number","56,347",""
"2017","Portugal","67 years","Females","Number","64,925",""
"2017","Portugal","68 years","Males","Number","55,817",""
"2017","Portugal","68 years","Females","Number","67,154",""
"2017","Portugal","69 years","Males","Number","49,380",""
"2017","Portugal","69 years","Females","Number","60,352",""
"2017","Portugal","70 years","Males","Number","48,276",""
"2017","Portugal","70 years","Females","Number","60,151",""
"2017","Portugal","71 years","Males","Number","48,769",""
"2017","Portugal","71 years","Females","Number","62,175",""
"2017","Portugal","72 years","Males","Number","44,968",""
"2017","Portugal","72 years","Females","Number","57,966",""
"2017","Portugal","73 years","Males","Number","42,663",""
"2017","Portugal","73 years","Females","Number","54,985",""
"2017","Portugal","74 years","Males","Number","38,971",""
"2017","Portugal","74 years","Females","Number","51,320",""
"2017","Portugal","75 years","Males","Number","37,753",""
"2017","Portugal","75 years","Females","Number","50,061",""
"2017","Portugal","76 years","Males","Number","37,403",""
"2017","Portugal","76 years","Females","Number","50,414",""
"2017","Portugal","77 years","Males","Number","36,317",""
"2017","Portugal","77 years","Females","Number","50,547",""
"2017","Portugal","78 years","Males","Number","35,205",""
"2017","Portugal","78 years","Females","Number","49,271",""
"2017","Portugal","79 years","Males","Number","32,205",""
"2017","Portugal","79 years","Females","Number","47,504",""
"2017","Portugal","80 years","Males","Number","32,484",""
"2017","Portugal","80 years","Females","Number","48,159",""
"2017","Portugal","81 years","Males","Number","29,780",""
"2017","Portugal","81 years","Females","Number","46,284",""
"2017","Portugal","82 years","Males","Number","26,280",""
"2017","Portugal","82 years","Females","Number","41,523",""
"2017","Portugal","83 years","Males","Number","23,959",""
"2017","Portugal","83 years","Females","Number","40,020",""
"2017","Portugal","84 years","Males","Number","21,701",""
"2017","Portugal","84 years","Females","Number","37,115",""
"2017","Portugal","85 years","Males","Number","19,867",""
"2017","Portugal","85 years","Females","Number","33,858",""
"2017","Portugal","86 years","Males","Number","16,409",""
"2017","Portugal","86 years","Females","Number","31,042",""
"2017","Portugal","87 years","Males","Number","12,166",""
"2017","Portugal","87 years","Females","Number","24,378",""
"2017","Portugal","88 years","Males","Number","10,236",""
"2017","Portugal","88 years","Females","Number","22,045",""
"2017","Portugal","89 years","Males","Number","8,163",""
"2017","Portugal","89 years","Females","Number","18,735",""
"2017","Portugal","90 years","Males","Number","6,634",""
"2017","Portugal","90 years","Females","Number","16,215",""
"2017","Portugal","91 years","Males","Number","4,992",""
"2017","Portugal","91 years","Females","Number","12,981",""
"2017","Portugal","92 years","Males","Number","3,644",""
"2017","Portugal","92 years","Females","Number","9,278",""
"2017","Portugal","93 years","Males","Number","2,224",""
"2017","Portugal","93 years","Females","Number","6,681",""
"2017","Portugal","94 years","Males","Number","1,414",""
"2017","Portugal","94 years","Females","Number","4,496",""
"2017","Portugal","95 years","Males","Number","1,643",""
"2017","Portugal","95 years","Females","Number","4,474",""
"2017","Portugal","96 years","Males","Number","1,233",""
"2017","Portugal","96 years","Females","Number","3,483",""
"2017","Portugal","97 years","Males","Number","614",""
"2017","Portugal","97 years","Females","Number","1,813",""
"2017","Portugal","98 years","Males","Number","387",""
"2017","Portugal","98 years","Females","Number","1,060",""
"2017","Portugal","99 years","Males","Number","330",""
"2017","Portugal","99 years","Females","Number","839",""
"2017","Portugal","Open-ended age class","Males","Number","1,589",""
"2017","Portugal","Open-ended age class","Females","Number","2,693",""
"2017","Portugal","Unknown","Males","Number","0",""
"2017","Portugal","Unknown","Females","Number","0",""
"2018","Portugal","Less than 1 year","Males","Number","44,062",""
"2018","Portugal","Less than 1 year","Females","Number","42,194",""
"2018","Portugal","1 year","Males","Number","44,833",""
"2018","Portugal","1 year","Females","Number","42,485",""
"2018","Portugal","2 years","Males","Number","43,873",""
"2018","Portugal","2 years","Females","Number","42,086",""
"2018","Portugal","3 years","Males","Number","42,632",""
"2018","Portugal","3 years","Females","Number","40,189",""
"2018","Portugal","4 years","Males","Number","42,465",""
"2018","Portugal","4 years","Females","Number","40,743",""
"2018","Portugal","5 years","Males","Number","46,353",""
"2018","Portugal","5 years","Females","Number","43,745",""
"2018","Portugal","6 years","Males","Number","49,307",""
"2018","Portugal","6 years","Females","Number","46,770",""
"2018","Portugal","7 years","Males","Number","50,563",""
"2018","Portugal","7 years","Females","Number","49,282",""
"2018","Portugal","8 years","Males","Number","49,053",""
"2018","Portugal","8 years","Females","Number","47,215",""
"2018","Portugal","9 years","Males","Number","51,440",""
"2018","Portugal","9 years","Females","Number","48,884",""
"2018","Portugal","10 years","Males","Number","50,303",""
"2018","Portugal","10 years","Females","Number","48,148",""
"2018","Portugal","11 years","Males","Number","51,486",""
"2018","Portugal","11 years","Females","Number","49,722",""
"2018","Portugal","12 years","Males","Number","54,082",""
"2018","Portugal","12 years","Females","Number","51,252",""
"2018","Portugal","13 years","Males","Number","53,059",""
"2018","Portugal","13 years","Females","Number","50,893",""
"2018","Portugal","14 years","Males","Number","54,639",""
"2018","Portugal","14 years","Females","Number","52,138",""
"2018","Portugal","15 years","Males","Number","55,284",""
"2018","Portugal","15 years","Females","Number","52,446",""
"2018","Portugal","16 years","Males","Number","55,093",""
"2018","Portugal","16 years","Females","Number","52,180",""
"2018","Portugal","17 years","Males","Number","59,670",""
"2018","Portugal","17 years","Females","Number","56,840",""
"2018","Portugal","18 years","Males","Number","57,985",""
"2018","Portugal","18 years","Females","Number","55,928",""
"2018","Portugal","19 years","Males","Number","56,270",""
"2018","Portugal","19 years","Females","Number","54,215",""
"2018","Portugal","20 years","Males","Number","55,390",""
"2018","Portugal","20 years","Females","Number","54,218",""
"2018","Portugal","21 years","Males","Number","55,152",""
"2018","Portugal","21 years","Females","Number","52,744",""
"2018","Portugal","22 years","Males","Number","54,094",""
"2018","Portugal","22 years","Females","Number","52,061",""
"2018","Portugal","23 years","Males","Number","53,163",""
"2018","Portugal","23 years","Females","Number","51,845",""
"2018","Portugal","24 years","Males","Number","54,466",""
"2018","Portugal","24 years","Females","Number","54,157",""
"2018","Portugal","25 years","Males","Number","54,446",""
"2018","Portugal","25 years","Females","Number","54,545",""
"2018","Portugal","26 years","Males","Number","55,444",""
"2018","Portugal","26 years","Females","Number","55,023",""
"2018","Portugal","27 years","Males","Number","55,139",""
"2018","Portugal","27 years","Females","Number","55,031",""
"2018","Portugal","28 years","Males","Number","54,546",""
"2018","Portugal","28 years","Females","Number","54,523",""
"2018","Portugal","29 years","Males","Number","55,215",""
"2018","Portugal","29 years","Females","Number","55,555",""
"2018","Portugal","30 years","Males","Number","54,901",""
"2018","Portugal","30 years","Females","Number","55,959",""
"2018","Portugal","31 years","Males","Number","55,430",""
"2018","Portugal","31 years","Females","Number","57,275",""
"2018","Portugal","32 years","Males","Number","56,862",""
"2018","Portugal","32 years","Females","Number","59,222",""
"2018","Portugal","33 years","Males","Number","60,593",""
"2018","Portugal","33 years","Females","Number","63,933",""
"2018","Portugal","34 years","Males","Number","61,886",""
"2018","Portugal","34 years","Females","Number","65,739",""
"2018","Portugal","35 years","Males","Number","64,571",""
"2018","Portugal","35 years","Females","Number","69,832",""
"2018","Portugal","36 years","Males","Number","65,282",""
"2018","Portugal","36 years","Females","Number","71,069",""
"2018","Portugal","37 years","Males","Number","68,387",""
"2018","Portugal","37 years","Females","Number","74,517",""
"2018","Portugal","38 years","Males","Number","68,641",""
"2018","Portugal","38 years","Females","Number","74,585",""
"2018","Portugal","39 years","Males","Number","70,601",""
"2018","Portugal","39 years","Females","Number","77,433",""
"2018","Portugal","40 years","Males","Number","77,078",""
"2018","Portugal","40 years","Females","Number","83,669",""
"2018","Portugal","41 years","Males","Number","78,634",""
"2018","Portugal","41 years","Females","Number","86,095",""
"2018","Portugal","42 years","Males","Number","79,265",""
"2018","Portugal","42 years","Females","Number","86,033",""
"2018","Portugal","43 years","Males","Number","77,405",""
"2018","Portugal","43 years","Females","Number","85,498",""
"2018","Portugal","44 years","Males","Number","75,359",""
"2018","Portugal","44 years","Females","Number","83,017",""
"2018","Portugal","45 years","Males","Number","75,508",""
"2018","Portugal","45 years","Females","Number","83,365",""
"2018","Portugal","46 years","Males","Number","75,066",""
"2018","Portugal","46 years","Females","Number","82,551",""
"2018","Portugal","47 years","Males","Number","73,041",""
"2018","Portugal","47 years","Females","Number","79,762",""
"2018","Portugal","48 years","Males","Number","71,341",""
"2018","Portugal","48 years","Females","Number","77,956",""
"2018","Portugal","49 years","Males","Number","70,954",""
"2018","Portugal","49 years","Females","Number","77,565",""
"2018","Portugal","50 years","Males","Number","70,353",""
"2018","Portugal","50 years","Females","Number","78,389",""
"2018","Portugal","51 years","Males","Number","71,311",""
"2018","Portugal","51 years","Females","Number","79,365",""
"2018","Portugal","52 years","Males","Number","71,945",""
"2018","Portugal","52 years","Females","Number","79,849",""
"2018","Portugal","53 years","Males","Number","72,221",""
"2018","Portugal","53 years","Females","Number","80,879",""
"2018","Portugal","54 years","Males","Number","70,420",""
"2018","Portugal","54 years","Females","Number","78,917",""
"2018","Portugal","55 years","Males","Number","70,104",""
"2018","Portugal","55 years","Females","Number","78,619",""
"2018","Portugal","56 years","Males","Number","69,654",""
"2018","Portugal","56 years","Females","Number","78,243",""
"2018","Portugal","57 years","Males","Number","69,635",""
"2018","Portugal","57 years","Females","Number","77,186",""
"2018","Portugal","58 years","Males","Number","65,784",""
"2018","Portugal","58 years","Females","Number","74,010",""
"2018","Portugal","59 years","Males","Number","65,297",""
"2018","Portugal","59 years","Females","Number","74,029",""
"2018","Portugal","60 years","Males","Number","64,392",""
"2018","Portugal","60 years","Females","Number","72,934",""
"2018","Portugal","61 years","Males","Number","62,313",""
"2018","Portugal","61 years","Females","Number","70,749",""
"2018","Portugal","62 years","Males","Number","62,098",""
"2018","Portugal","62 years","Females","Number","71,742",""
"2018","Portugal","63 years","Males","Number","60,189",""
"2018","Portugal","63 years","Females","Number","69,008",""
"2018","Portugal","64 years","Males","Number","58,063",""
"2018","Portugal","64 years","Females","Number","67,611",""
"2018","Portugal","65 years","Males","Number","58,498",""
"2018","Portugal","65 years","Females","Number","69,081",""
"2018","Portugal","66 years","Males","Number","58,921",""
"2018","Portugal","66 years","Females","Number","67,853",""
"2018","Portugal","67 years","Males","Number","57,419",""
"2018","Portugal","67 years","Females","Number","66,542",""
"2018","Portugal","68 years","Males","Number","55,504",""
"2018","Portugal","68 years","Females","Number","64,517",""
"2018","Portugal","69 years","Males","Number","54,904",""
"2018","Portugal","69 years","Females","Number","66,647",""
"2018","Portugal","70 years","Males","Number","48,548",""
"2018","Portugal","70 years","Females","Number","59,890",""
"2018","Portugal","71 years","Males","Number","47,352",""
"2018","Portugal","71 years","Females","Number","59,633",""
"2018","Portugal","72 years","Males","Number","47,746",""
"2018","Portugal","72 years","Females","Number","61,514",""
"2018","Portugal","73 years","Males","Number","43,843",""
"2018","Portugal","73 years","Females","Number","57,274",""
"2018","Portugal","74 years","Males","Number","41,464",""
"2018","Portugal","74 years","Females","Number","54,239",""
"2018","Portugal","75 years","Males","Number","37,778",""
"2018","Portugal","75 years","Females","Number","50,498",""
"2018","Portugal","76 years","Males","Number","36,541",""
"2018","Portugal","76 years","Females","Number","49,185",""
"2018","Portugal","77 years","Males","Number","35,995",""
"2018","Portugal","77 years","Females","Number","49,402",""
"2018","Portugal","78 years","Males","Number","34,774",""
"2018","Portugal","78 years","Females","Number","49,336",""
"2018","Portugal","79 years","Males","Number","33,557",""
"2018","Portugal","79 years","Females","Number","47,931",""
"2018","Portugal","80 years","Males","Number","30,508",""
"2018","Portugal","80 years","Females","Number","45,951",""
"2018","Portugal","81 years","Males","Number","30,600",""
"2018","Portugal","81 years","Females","Number","46,494",""
"2018","Portugal","82 years","Males","Number","27,803",""
"2018","Portugal","82 years","Females","Number","44,461",""
"2018","Portugal","83 years","Males","Number","24,296",""
"2018","Portugal","83 years","Females","Number","39,492",""
"2018","Portugal","84 years","Males","Number","21,884",""
"2018","Portugal","84 years","Females","Number","37,861",""
"2018","Portugal","85 years","Males","Number","19,603",""
"2018","Portugal","85 years","Females","Number","34,668",""
"2018","Portugal","86 years","Males","Number","17,843",""
"2018","Portugal","86 years","Females","Number","31,278",""
"2018","Portugal","87 years","Males","Number","14,425",""
"2018","Portugal","87 years","Females","Number","28,473",""
"2018","Portugal","88 years","Males","Number","10,305",""
"2018","Portugal","88 years","Females","Number","21,799",""
"2018","Portugal","89 years","Males","Number","8,566",""
"2018","Portugal","89 years","Females","Number","19,454",""
"2018","Portugal","90 years","Males","Number","6,640",""
"2018","Portugal","90 years","Females","Number","16,247",""
"2018","Portugal","91 years","Males","Number","5,174",""
"2018","Portugal","91 years","Females","Number","13,678",""
"2018","Portugal","92 years","Males","Number","3,807",""
"2018","Portugal","92 years","Females","Number","10,652",""
"2018","Portugal","93 years","Males","Number","2,667",""
"2018","Portugal","93 years","Females","Number","7,241",""
"2018","Portugal","94 years","Males","Number","1,456",""
"2018","Portugal","94 years","Females","Number","4,942",""
"2018","Portugal","95 years","Males","Number","766",""
"2018","Portugal","95 years","Females","Number","3,098",""
"2018","Portugal","96 years","Males","Number","1,180",""
"2018","Portugal","96 years","Females","Number","3,291",""
"2018","Portugal","97 years","Males","Number","900",""
"2018","Portugal","97 years","Females","Number","2,554",""
"2018","Portugal","98 years","Males","Number","407",""
"2018","Portugal","98 years","Females","Number","1,240",""
"2018","Portugal","99 years","Males","Number","259",""
"2018","Portugal","99 years","Females","Number","657",""
"2018","Portugal","Open-ended age class","Males","Number","1,668",""
"2018","Portugal","Open-ended age class","Females","Number","2,600",""
"2018","Portugal","Unknown","Males","Number","0",""
"2018","Portugal","Unknown","Females","Number","0",""
"2019","Portugal","Less than 1 year","Males","Number","44,222",""
"2019","Portugal","Less than 1 year","Females","Number","42,743",""
"2019","Portugal","1 year","Males","Number","44,139",""
"2019","Portugal","1 year","Females","Number","42,392",""
"2019","Portugal","2 years","Males","Number","44,929",""
"2019","Portugal","2 years","Females","Number","42,672",""
"2019","Portugal","3 years","Males","Number","43,976",""
"2019","Portugal","3 years","Females","Number","42,275",""
"2019","Portugal","4 years","Males","Number","42,746",""
"2019","Portugal","4 years","Females","Number","40,367",""
"2019","Portugal","5 years","Males","Number","42,573",""
"2019","Portugal","5 years","Females","Number","40,916",""
"2019","Portugal","6 years","Males","Number","46,465",""
"2019","Portugal","6 years","Females","Number","43,899",""
"2019","Portugal","7 years","Males","Number","49,398",""
"2019","Portugal","7 years","Females","Number","46,923",""
"2019","Portugal","8 years","Males","Number","50,655",""
"2019","Portugal","8 years","Females","Number","49,432",""
"2019","Portugal","9 years","Males","Number","49,124",""
"2019","Portugal","9 years","Females","Number","47,369",""
"2019","Portugal","10 years","Males","Number","51,515",""
"2019","Portugal","10 years","Females","Number","49,036",""
"2019","Portugal","11 years","Males","Number","50,386",""
"2019","Portugal","11 years","Females","Number","48,307",""
"2019","Portugal","12 years","Males","Number","51,563",""
"2019","Portugal","12 years","Females","Number","49,869",""
"2019","Portugal","13 years","Males","Number","54,146",""
"2019","Portugal","13 years","Females","Number","51,398",""
"2019","Portugal","14 years","Males","Number","53,102",""
"2019","Portugal","14 years","Females","Number","51,029",""
"2019","Portugal","15 years","Males","Number","54,657",""
"2019","Portugal","15 years","Females","Number","52,288",""
"2019","Portugal","16 years","Males","Number","55,260",""
"2019","Portugal","16 years","Females","Number","52,566",""
"2019","Portugal","17 years","Males","Number","55,007",""
"2019","Portugal","17 years","Females","Number","52,331",""
"2019","Portugal","18 years","Males","Number","59,558",""
"2019","Portugal","18 years","Females","Number","57,039",""
"2019","Portugal","19 years","Males","Number","57,848",""
"2019","Portugal","19 years","Females","Number","56,190",""
"2019","Portugal","20 years","Males","Number","56,064",""
"2019","Portugal","20 years","Females","Number","54,433",""
"2019","Portugal","21 years","Males","Number","55,125",""
"2019","Portugal","21 years","Females","Number","54,395",""
"2019","Portugal","22 years","Males","Number","54,878",""
"2019","Portugal","22 years","Females","Number","52,878",""
"2019","Portugal","23 years","Males","Number","53,807",""
"2019","Portugal","23 years","Females","Number","52,217",""
"2019","Portugal","24 years","Males","Number","52,853",""
"2019","Portugal","24 years","Females","Number","52,055",""
"2019","Portugal","25 years","Males","Number","54,159",""
"2019","Portugal","25 years","Females","Number","54,361",""
"2019","Portugal","26 years","Males","Number","54,138",""
"2019","Portugal","26 years","Females","Number","54,819",""
"2019","Portugal","27 years","Males","Number","55,144",""
"2019","Portugal","27 years","Females","Number","55,318",""
"2019","Portugal","28 years","Males","Number","54,882",""
"2019","Portugal","28 years","Females","Number","55,343",""
"2019","Portugal","29 years","Males","Number","54,297",""
"2019","Portugal","29 years","Females","Number","54,869",""
"2019","Portugal","30 years","Males","Number","54,989",""
"2019","Portugal","30 years","Females","Number","55,907",""
"2019","Portugal","31 years","Males","Number","54,738",""
"2019","Portugal","31 years","Females","Number","56,307",""
"2019","Portugal","32 years","Males","Number","55,323",""
"2019","Portugal","32 years","Females","Number","57,658",""
"2019","Portugal","33 years","Males","Number","56,785",""
"2019","Portugal","33 years","Females","Number","59,576",""
"2019","Portugal","34 years","Males","Number","60,535",""
"2019","Portugal","34 years","Females","Number","64,297",""
"2019","Portugal","35 years","Males","Number","61,851",""
"2019","Portugal","35 years","Females","Number","66,099",""
"2019","Portugal","36 years","Males","Number","64,576",""
"2019","Portugal","36 years","Females","Number","70,135",""
"2019","Portugal","37 years","Males","Number","65,269",""
"2019","Portugal","37 years","Females","Number","71,382",""
"2019","Portugal","38 years","Males","Number","68,339",""
"2019","Portugal","38 years","Females","Number","74,751",""
"2019","Portugal","39 years","Males","Number","68,559",""
"2019","Portugal","39 years","Females","Number","74,803",""
"2019","Portugal","40 years","Males","Number","70,448",""
"2019","Portugal","40 years","Females","Number","77,609",""
"2019","Portugal","41 years","Males","Number","76,867",""
"2019","Portugal","41 years","Females","Number","83,835",""
"2019","Portugal","42 years","Males","Number","78,367",""
"2019","Portugal","42 years","Females","Number","86,218",""
"2019","Portugal","43 years","Males","Number","78,950",""
"2019","Portugal","43 years","Females","Number","86,141",""
"2019","Portugal","44 years","Males","Number","77,079",""
"2019","Portugal","44 years","Females","Number","85,602",""
"2019","Portugal","45 years","Males","Number","75,005",""
"2019","Portugal","45 years","Females","Number","83,104",""
"2019","Portugal","46 years","Males","Number","75,132",""
"2019","Portugal","46 years","Females","Number","83,468",""
"2019","Portugal","47 years","Males","Number","74,661",""
"2019","Portugal","47 years","Females","Number","82,609",""
"2019","Portugal","48 years","Males","Number","72,665",""
"2019","Portugal","48 years","Females","Number","79,804",""
"2019","Portugal","49 years","Males","Number","70,921",""
"2019","Portugal","49 years","Females","Number","78,008",""
"2019","Portugal","50 years","Males","Number","70,522",""
"2019","Portugal","50 years","Females","Number","77,574",""
"2019","Portugal","51 years","Males","Number","69,855",""
"2019","Portugal","51 years","Females","Number","78,360",""
"2019","Portugal","52 years","Males","Number","70,779",""
"2019","Portugal","52 years","Females","Number","79,314",""
"2019","Portugal","53 years","Males","Number","71,331",""
"2019","Portugal","53 years","Females","Number","79,809",""
"2019","Portugal","54 years","Males","Number","71,610",""
"2019","Portugal","54 years","Females","Number","80,829",""
"2019","Portugal","55 years","Males","Number","69,761",""
"2019","Portugal","55 years","Females","Number","78,840",""
"2019","Portugal","56 years","Males","Number","69,464",""
"2019","Portugal","56 years","Females","Number","78,548",""
"2019","Portugal","57 years","Males","Number","69,002",""
"2019","Portugal","57 years","Females","Number","78,148",""
"2019","Portugal","58 years","Males","Number","69,007",""
"2019","Portugal","58 years","Females","Number","77,084",""
"2019","Portugal","59 years","Males","Number","65,190",""
"2019","Portugal","59 years","Females","Number","73,894",""
"2019","Portugal","60 years","Males","Number","64,696",""
"2019","Portugal","60 years","Females","Number","73,903",""
"2019","Portugal","61 years","Males","Number","63,763",""
"2019","Portugal","61 years","Females","Number","72,784",""
"2019","Portugal","62 years","Males","Number","61,667",""
"2019","Portugal","62 years","Females","Number","70,588",""
"2019","Portugal","63 years","Males","Number","61,477",""
"2019","Portugal","63 years","Females","Number","71,570",""
"2019","Portugal","64 years","Males","Number","59,495",""
"2019","Portugal","64 years","Females","Number","68,811",""
"2019","Portugal","65 years","Males","Number","57,320",""
"2019","Portugal","65 years","Females","Number","67,377",""
"2019","Portugal","66 years","Males","Number","57,811",""
"2019","Portugal","66 years","Females","Number","68,785",""
"2019","Portugal","67 years","Males","Number","58,081",""
"2019","Portugal","67 years","Females","Number","67,504",""
"2019","Portugal","68 years","Males","Number","56,515",""
"2019","Portugal","68 years","Females","Number","66,189",""
"2019","Portugal","69 years","Males","Number","54,568",""
"2019","Portugal","69 years","Females","Number","64,023",""
"2019","Portugal","70 years","Males","Number","53,904",""
"2019","Portugal","70 years","Females","Number","66,122",""
"2019","Portugal","71 years","Males","Number","47,513",""
"2019","Portugal","71 years","Females","Number","59,375",""
"2019","Portugal","72 years","Males","Number","46,200",""
"2019","Portugal","72 years","Females","Number","58,987",""
"2019","Portugal","73 years","Males","Number","46,558",""
"2019","Portugal","73 years","Females","Number","60,781",""
"2019","Portugal","74 years","Males","Number","42,554",""
"2019","Portugal","74 years","Females","Number","56,446",""
"2019","Portugal","75 years","Males","Number","40,160",""
"2019","Portugal","75 years","Females","Number","53,340",""
"2019","Portugal","76 years","Males","Number","36,500",""
"2019","Portugal","76 years","Females","Number","49,541",""
"2019","Portugal","77 years","Males","Number","35,115",""
"2019","Portugal","77 years","Females","Number","48,072",""
"2019","Portugal","78 years","Males","Number","34,430",""
"2019","Portugal","78 years","Females","Number","48,185",""
"2019","Portugal","79 years","Males","Number","32,958",""
"2019","Portugal","79 years","Females","Number","47,855",""
"2019","Portugal","80 years","Males","Number","31,793",""
"2019","Portugal","80 years","Females","Number","46,343",""
"2019","Portugal","81 years","Males","Number","28,541",""
"2019","Portugal","81 years","Females","Number","44,125",""
"2019","Portugal","82 years","Males","Number","28,508",""
"2019","Portugal","82 years","Females","Number","44,439",""
"2019","Portugal","83 years","Males","Number","25,701",""
"2019","Portugal","83 years","Females","Number","42,319",""
"2019","Portugal","84 years","Males","Number","22,243",""
"2019","Portugal","84 years","Females","Number","37,170",""
"2019","Portugal","85 years","Males","Number","19,710",""
"2019","Portugal","85 years","Females","Number","35,310",""
"2019","Portugal","86 years","Males","Number","17,509",""
"2019","Portugal","86 years","Females","Number","32,035",""
"2019","Portugal","87 years","Males","Number","15,847",""
"2019","Portugal","87 years","Females","Number","28,652",""
"2019","Portugal","88 years","Males","Number","12,614",""
"2019","Portugal","88 years","Females","Number","25,782",""
"2019","Portugal","89 years","Males","Number","8,517",""
"2019","Portugal","89 years","Females","Number","19,078",""
"2019","Portugal","90 years","Males","Number","7,062",""
"2019","Portugal","90 years","Females","Number","16,885",""
"2019","Portugal","91 years","Males","Number","5,316",""
"2019","Portugal","91 years","Females","Number","13,742",""
"2019","Portugal","92 years","Males","Number","3,996",""
"2019","Portugal","92 years","Females","Number","11,453",""
"2019","Portugal","93 years","Males","Number","2,857",""
"2019","Portugal","93 years","Females","Number","8,667",""
"2019","Portugal","94 years","Males","Number","1,875",""
"2019","Portugal","94 years","Females","Number","5,506",""
"2019","Portugal","95 years","Males","Number","870",""
"2019","Portugal","95 years","Females","Number","3,497",""
"2019","Portugal","96 years","Males","Number","342",""
"2019","Portugal","96 years","Females","Number","1,998",""
"2019","Portugal","97 years","Males","Number","875",""
"2019","Portugal","97 years","Females","Number","2,419",""
"2019","Portugal","98 years","Males","Number","688",""
"2019","Portugal","98 years","Females","Number","1,910",""
"2019","Portugal","99 years","Males","Number","297",""
"2019","Portugal","99 years","Females","Number","853",""
"2019","Portugal","Open-ended age class","Males","Number","1,724",""
"2019","Portugal","Open-ended age class","Females","Number","2,388",""
"2019","Portugal","Unknown","Males","Number","0",""
"2019","Portugal","Unknown","Females","Number","0",""
"2020","Portugal","Less than 1 year","Males","Number","44,617",""
"2020","Portugal","Less than 1 year","Females","Number","42,217",""
"2020","Portugal","1 year","Males","Number","44,416",""
"2020","Portugal","1 year","Females","Number","43,013",""
"2020","Portugal","2 years","Males","Number","44,359",""
"2020","Portugal","2 years","Females","Number","42,665",""
"2020","Portugal","3 years","Males","Number","45,162",""
"2020","Portugal","3 years","Females","Number","42,955",""
"2020","Portugal","4 years","Males","Number","44,223",""
"2020","Portugal","4 years","Females","Number","42,575",""
"2020","Portugal","5 years","Males","Number","42,992",""
"2020","Portugal","5 years","Females","Number","40,655",""
"2020","Portugal","6 years","Males","Number","42,812",""
"2020","Portugal","6 years","Females","Number","41,203",""
"2020","Portugal","7 years","Males","Number","46,674",""
"2020","Portugal","7 years","Females","Number","44,155",""
"2020","Portugal","8 years","Males","Number","49,613",""
"2020","Portugal","8 years","Females","Number","47,189",""
"2020","Portugal","9 years","Males","Number","50,851",""
"2020","Portugal","9 years","Females","Number","49,699",""
"2020","Portugal","10 years","Males","Number","49,319",""
"2020","Portugal","10 years","Females","Number","47,620",""
"2020","Portugal","11 years","Males","Number","51,702",""
"2020","Portugal","11 years","Females","Number","49,267",""
"2020","Portugal","12 years","Males","Number","50,604",""
"2020","Portugal","12 years","Females","Number","48,548",""
"2020","Portugal","13 years","Males","Number","51,780",""
"2020","Portugal","13 years","Females","Number","50,110",""
"2020","Portugal","14 years","Males","Number","54,353",""
"2020","Portugal","14 years","Females","Number","51,637",""
"2020","Portugal","15 years","Males","Number","53,283",""
"2020","Portugal","15 years","Females","Number","51,289",""
"2020","Portugal","16 years","Males","Number","54,811",""
"2020","Portugal","16 years","Females","Number","52,510",""
"2020","Portugal","17 years","Males","Number","55,401",""
"2020","Portugal","17 years","Females","Number","52,771",""
"2020","Portugal","18 years","Males","Number","55,268",""
